Código da Venda,Código da Mercadoria,Quantidade,Preço,Desconto,Produto,TipoGrupo,PIS_Valor,COFINS_Valor,NFCe_vICMSDeson,Data da Venda,Nome do Cliente,Vendedor,ValorEntrada,FormaEntrada,Parcelado,LojaOrigem
149,4,"17,544","102,599179","0,0500000001006667","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,699999976444","53,99999989128",0,2023-03-14 00:00:00.000,577,11,0,,0,BURITI
150,4,"21,93","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,6249887095","67,49994789",0,2023-03-14 00:00:00.000,680,7,0,,0,BURITI
151,4,"10,234","102,59917","0,0700000062813339","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,82499938757","31,4999971734",0,2023-03-14 00:00:00.000,151,11,0,,0,BURITI
152,4,"10,234","102,59917",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,82499938757","31,4999971734",0,2023-03-14 00:00:00.000,151,11,0,,0,BURITI
153,3,"11,52","97,2222","0,050000011428574",BRITA 19MM,MINÉRIOS DE GRANITO,"7,279998336","33,59999232",0,2023-03-14 00:00:00.000,1241,7,0,,0,BURITI
154,4,"7,31","102,599179206","0,0493333333336057","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499999997309","22,4999999998758",0,2023-03-14 00:00:00.000,953,13,0,,0,BURITI
155,3,"11,52","97,222222222","0,0500000000001143",BRITA 19MM,MINÉRIOS DE GRANITO,"7,27999999998336","33,5999999999232",0,2023-03-14 00:00:00.000,94,13,0,,0,BURITI
156,4,"19,006","102,59917",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,67499886263","58,4999947506",0,2023-03-15 00:00:00.000,1674,11,0,,0,BURITI
157,5,"7,31","112,859097127",0,"BRITA 9,5MM",MINÉRIOS DE GRANITO,"5,36249999998941","24,7499999999511",0,2023-03-15 00:00:00.000,71,13,0,,0,BURITI
158,3,"17,28","97,222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"10,91999997504","50,3999998848",0,2023-03-15 00:00:00.000,1156,10,0,,0,BURITI
159,3,"7,2","97,22222222222","0,0500000000000011",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499999999999","20,9999999999995",0,2023-03-15 00:00:00.000,71,13,0,,0,BURITI
160,3,"7,2","97,2222222222","0,0500000000000114",BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999999999896","20,9999999999952",0,2023-03-15 00:00:00.000,71,13,0,,0,BURITI
161,1,"7,615","36,1129","0,0290909372826719",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,78749826775","8,249992005",0,2023-03-15 00:00:00.000,131,11,0,,0,BURITI
162,3,"7,2","97,222","0,0300000685715853",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-15 00:00:00.000,27,11,0,,0,BURITI
163,3,"7,2","97,2222","0,0300000068571444",BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999896","20,9999952",0,2023-03-15 00:00:00.000,27,11,0,,0,BURITI
164,3,"8,64","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,459998752","25,19999424",0,2023-03-15 00:00:00.000,140,11,0,,0,BURITI
165,4,"7,31","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499999997309","22,4999999998758",0,2023-03-15 00:00:00.000,1611,10,0,,0,BURITI
165,11,1,45,0,GNRE,SERVICOS,0,0,0,2023-03-15 00:00:00.000,1611,10,0,,0,BURITI
166,4,"2,924","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"1,94999999998924","8,99999999995032",0,2023-03-15 00:00:00.000,1611,10,0,,0,BURITI
167,4,"11,696","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,79999999995694","35,9999999998013",0,2023-03-15 00:00:00.000,174,10,0,,0,BURITI
168,1,"6,092","36,1129349967",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,42999999999933","6,59999999999689",0,2023-03-15 00:00:00.000,191,10,0,,0,BURITI
169,4,"5,848","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,8999969892","17,999986104",0,2023-03-15 00:00:00.000,1463,11,0,,0,BURITI
169,3,"5,76","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"3,63999168","16,7999616",0,2023-03-15 00:00:00.000,1463,11,0,,0,BURITI
170,4,"5,848","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,899993188","17,99996856",0,2023-03-15 00:00:00.000,1463,7,0,,0,BURITI
170,3,"5,76","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"3,63999168","16,7999616",0,2023-03-15 00:00:00.000,1463,7,0,,0,BURITI
171,1,"9,138","36,1129349966",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,14499999999305","9,89999999996792",0,2023-03-15 00:00:00.000,1402,11,0,,0,BURITI
172,3,"7,2","97,222222222","0,0300000000000686",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499999999896","20,999999999952",0,2023-03-15 00:00:00.000,1063,13,0,,0,BURITI
173,4,"8,772","102,599179206","0,0300000000001656","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,84999999996771","26,999999999851",0,2023-03-15 00:00:00.000,146,13,0,,0,BURITI
174,4,"8,041","102,599179206","0,378800000002091","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,3624999999704","24,7499999998634",0,2023-03-15 00:00:00.000,1079,13,0,,0,BURITI
175,4,"8,041","63,7346101231",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,33118499999901","15,3746999999954",0,2023-03-15 00:00:00.000,1079,13,0,,0,BURITI
176,4,"8,041","127,099863201",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,64306499999507","30,6602999999772",0,2023-03-15 00:00:00.000,1079,13,0,,0,BURITI
177,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-15 00:00:00.000,1116,11,0,,0,BURITI
178,1,"7,615","36,1129349967","0,0290909090909227",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,78749999999916","8,24999999999612",0,2023-03-15 00:00:00.000,262,13,0,,0,BURITI
179,3,"11,52","97,222222","0,0500000001142857",BRITA 19MM,MINÉRIOS DE GRANITO,"7,27999998336","33,5999999232",0,2023-03-15 00:00:00.000,1241,10,0,,0,BURITI
180,3,"18,72","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"11,829997296","54,59998752",0,2023-03-15 00:00:00.000,1674,10,0,,0,BURITI
181,4,"10,234","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,82499999996233","31,4999999998261",0,2023-03-15 00:00:00.000,151,10,0,,0,BURITI
183,3,36,"97,2222222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"22,7499999999948","104,999999999976",0,2023-03-15 00:00:00.000,667,13,0,,0,BURITI
182,3,"10,08","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"6,369998544","29,39999328",0,2023-03-15 00:00:00.000,1405,7,0,,0,BURITI
184,4,"10,234","102,599179206","0,0666666666670349","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,82499999996233","31,4999999998261",0,2023-03-15 00:00:00.000,151,10,0,,0,BURITI
185,1,"7,615","36,1129349967","0,0290909090909227",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,78749999999916","8,24999999999612",0,2023-03-15 00:00:00.000,262,13,0,,0,BURITI
186,1,"9,138","36,1129349967",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,14499999999899","9,89999999999534",0,2023-03-15 00:00:00.000,140,10,0,,0,BURITI
187,4,"16,082","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,7249999999408","49,4999999997268",0,2023-03-15 00:00:00.000,1407,10,0,,0,BURITI
188,3,"10,08","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"6,369998544","29,39999328",0,2023-03-15 00:00:00.000,1500,11,0,,0,BURITI
189,3,"18,72","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"11,829997296","54,59998752",0,2023-03-16 00:00:00.000,1674,11,0,,0,BURITI
190,4,"10,234","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,824988079","31,49994498",0,2023-03-16 00:00:00.000,151,11,0,,0,BURITI
191,4,"10,234","102,599","0,0666667831113145","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,824988079","31,49994498",0,2023-03-16 00:00:00.000,151,11,0,,0,BURITI
192,4,"17,544","97,46922",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,11499997192","51,2999998704",0,2023-03-16 00:00:00.000,123,11,0,,0,BURITI
193,3,"7,2","97,2222222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999999999896","20,9999999999952",0,2023-03-16 00:00:00.000,782,13,0,,0,BURITI
194,1,"18,276","36,1129349967","0,072727272727307",PÓ DE BRITA,MINÉRIOS DE GRANITO,"4,28999999999798","19,7999999999907",0,2023-03-16 00:00:00.000,1527,13,0,,0,BURITI
195,3,"8,64","97,22222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,4599999998752","25,199999999424",0,2023-03-16 00:00:00.000,1402,13,0,,0,BURITI
196,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-16 00:00:00.000,1116,11,0,,0,BURITI
197,3,"7,2","97,222","0,0300000685715853",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-16 00:00:00.000,27,11,0,,0,BURITI
198,3,"7,2","97,222","0,0300000685715853",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-16 00:00:00.000,27,11,0,,0,BURITI
199,4,"14,62","102,599","0,0300000524000915","BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,74998297","44,9999214",0,2023-03-16 00:00:00.000,64,11,0,,0,BURITI
200,4,"14,62","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,74998297","44,9999214",0,2023-03-16 00:00:00.000,64,11,0,,0,BURITI
202,4,"20,468","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,6499999999247","62,9999999996522",0,2023-03-16 00:00:00.000,1366,10,0,,0,BURITI
203,4,"5,848","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,89999999997847","17,9999999999006",0,2023-03-16 00:00:00.000,278,13,0,,0,BURITI
204,3,"11,52","97,2222222","0,0500000000114286",BRITA 19MM,MINÉRIOS DE GRANITO,"7,279999998336","33,59999999232",0,2023-03-16 00:00:00.000,268,13,0,,0,BURITI
205,1,"7,615","36,1129349967","0,0290909090909227",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,78749999999916","8,24999999999612",0,2023-03-16 00:00:00.000,262,10,0,,0,BURITI
206,1,"19,799","36,1129349967",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"4,64749999999781","21,4499999999899",0,2023-03-16 00:00:00.000,1481,10,0,,0,BURITI
207,4,"20,468","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,649976158","62,99988996",0,2023-03-16 00:00:00.000,1005,11,0,,0,BURITI
208,4,"7,31","102,599","0,0293333845689784","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,874991485","22,4999607",0,2023-03-16 00:00:00.000,108,11,0,,0,BURITI
209,3,"17,28","90,9722",0,BRITA 19MM,MINÉRIOS DE GRANITO,"10,217997504","47,15998848",0,2023-03-16 00:00:00.000,123,11,0,,0,BURITI
210,3,"17,28","97,22222222","0,0642857142871837",BRITA 19MM,MINÉRIOS DE GRANITO,"10,9199999997504","50,399999998848",0,2023-03-16 00:00:00.000,1527,13,0,,0,BURITI
211,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-16 00:00:00.000,1116,11,0,,0,BURITI
212,4,"20,468","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,6499999999247","62,9999999996522",0,2023-03-16 00:00:00.000,1366,10,0,,0,BURITI
213,3,"11,52","97,222","0,0500001142859755",BRITA 19MM,MINÉRIOS DE GRANITO,"7,27998336","33,5999232",0,2023-03-16 00:00:00.000,1241,11,0,,0,BURITI
215,4,"16,082","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,7249999999408","49,4999999997268",0,2023-03-16 00:00:00.000,1407,13,0,,0,BURITI
216,4,"5,848","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,89999999997847","17,9999999999006",0,2023-03-16 00:00:00.000,1322,10,0,,0,BURITI
216,11,1,36,0,GNRE,SERVICOS,0,0,0,2023-03-16 00:00:00.000,1322,10,0,,0,BURITI
214,3,"18,72","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"11,82997296","54,5998752",0,2023-03-16 00:00:00.000,1674,11,0,,0,BURITI
217,1,"45,69","31,1884438608",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"9,26249999999969","42,7499999999986",0,2023-03-16 00:00:00.000,144,13,0,,0,BURITI
218,3,"7,2","97,222","0,0300000685715853",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-16 00:00:00.000,54,11,0,,0,BURITI
219,3,"7,2","97,222","0,0300000685715853",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-16 00:00:00.000,27,11,0,,0,BURITI
220,3,"7,2","97,222","0,0300000685715853",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-16 00:00:00.000,27,11,0,,0,BURITI
221,3,"10,08","97,222","0,0714287346942507",BRITA 19MM,MINÉRIOS DE GRANITO,"6,36998544","29,3999328",0,2023-03-16 00:00:00.000,151,11,0,,0,BURITI
222,3,"10,08","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"6,36998544","29,3999328",0,2023-03-16 00:00:00.000,151,11,0,,0,BURITI
223,4,"14,62","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,74998297","44,9999214",0,2023-03-16 00:00:00.000,1491,11,0,,0,BURITI
224,3,"5,76","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"3,63999168","16,7999616",0,2023-03-17 00:00:00.000,1570,11,0,,0,BURITI
225,3,"18,72","97,2222222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"11,8299999999973","54,5999999999875",0,2023-03-17 00:00:00.000,1674,13,0,,0,BURITI
226,1,"10,661","36,1129","0,0727273432066799",PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,50249757485","11,549988807",0,2023-03-17 00:00:00.000,151,11,0,,0,BURITI
227,1,"13,707","36,1129349967","0,0484848484848713",PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,21749999999849","14,849999999993",0,2023-03-17 00:00:00.000,71,13,0,,0,BURITI
228,1,"10,661","36,1129",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,50249757485","11,549988807",0,2023-03-17 00:00:00.000,151,11,0,,0,BURITI
229,3,"7,2","97,2222222","0,0500000000114286",BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999999896","20,9999999952",0,2023-03-17 00:00:00.000,71,13,0,,0,BURITI
230,4,"17,544","102,599179206","0,0666666666670348","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,6999999999354","53,9999999997019",0,2023-03-17 00:00:00.000,1527,13,0,,0,BURITI
231,3,"7,2","97,222","0,0500001142859755",BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-17 00:00:00.000,94,11,0,,0,BURITI
232,1,"4,569","36,112",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,072472232","4,94987184",0,2023-03-17 00:00:00.000,1016,11,0,,0,BURITI
233,1,"7,615","36,1129",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,78749826775","8,249992005",0,2023-03-17 00:00:00.000,1016,11,0,,0,BURITI
233,11,1,17,0,GNRE,SERVICOS,0,0,0,2023-03-17 00:00:00.000,1016,11,0,,0,BURITI
234,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-17 00:00:00.000,1116,11,0,,0,BURITI
235,3,"17,28","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"10,91997504","50,3998848",0,2023-03-17 00:00:00.000,1024,11,0,,0,BURITI
236,4,"19,006","121,0144165",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,9499999999935","68,99999999997",0,2023-03-17 00:00:00.000,319,10,0,,0,BURITI
238,1,"9,138","36,1129","0,0727273432066799",PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,1449979213","9,899990406",0,2023-03-17 00:00:00.000,347,11,0,,0,BURITI
239,4,"1,462","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"0,9749992473","4,499996526",0,2023-03-17 00:00:00.000,102,11,0,,0,BURITI
240,4,"5,848","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,8999969892","17,999986104",0,2023-03-17 00:00:00.000,102,11,0,,0,BURITI
240,11,1,36,0,GNRE,SERVICOS,0,0,0,2023-03-17 00:00:00.000,102,11,0,,0,BURITI
241,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-17 00:00:00.000,1116,11,0,,0,BURITI
242,4,"14,62","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,749992473","44,99996526",0,2023-03-17 00:00:00.000,214,11,0,,0,BURITI
243,4,"8,772","99,1792065663","0,0344827586207061","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,65499999999729","26,0999999999875",0,2023-03-17 00:00:00.000,152,10,0,,0,BURITI
244,3,"8,64","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,45998752","25,1999424",0,2023-03-17 00:00:00.000,1402,11,0,,0,BURITI
245,4,"16,082","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,7249999999408","49,4999999997268",0,2023-03-17 00:00:00.000,1407,10,0,,0,BURITI
246,4,"19,006","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,6749902149","58,499954838",0,2023-03-17 00:00:00.000,1674,11,0,,0,BURITI
247,4,"29,24","102,5991",,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"19,499984946","89,99993052",0,2023-03-17 00:00:00.000,344,11,0,,0,BURITI
247,11,1,180,0,GNRE,SERVICOS,0,0,0,2023-03-17 00:00:00.000,344,11,0,,0,BURITI
248,4,"8,772","63,735",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,63404223","16,7725026",0,2023-03-17 00:00:00.000,115,11,0,,0,BURITI
249,4,"8,772","127,099863",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,246979988534","33,44759994708",0,2023-03-17 00:00:00.000,115,11,0,,0,BURITI
250,3,"17,28","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"10,53","48,6",0,2023-03-17 00:00:00.000,351,13,0,,0,BURITI
251,3,"5,76","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"3,63999168","16,7999616",0,2023-03-17 00:00:00.000,1675,11,0,,0,BURITI
252,1,"13,707","32,8299",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,92499635545","13,499983179",0,2023-03-18 00:00:00.000,214,11,0,,0,BURITI
253,4,"7,31","102,5991","0,0493333714186961","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,8749962365","22,49998263",0,2023-03-18 00:00:00.000,953,11,0,,0,BURITI
254,4,"17,544","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,6999909676","53,999958312",0,2023-03-18 00:00:00.000,351,11,0,,0,BURITI
255,3,"17,28","97,222","0,0642858612248257",BRITA 19MM,MINÉRIOS DE GRANITO,"10,91997504","50,3998848",0,2023-03-18 00:00:00.000,347,11,0,,0,BURITI
256,1,"9,138","36,11293","0,0484848551933894",PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,14499970321","9,8999986302",0,2023-03-18 00:00:00.000,46,11,0,,0,BURITI
257,4,"7,31","102,599179206","0,0293333333334953","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499999997309","22,4999999998758",0,2023-03-18 00:00:00.000,27,13,0,,0,BURITI
258,4,"7,31","102,599179206","0,0293333333334953","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499999997309","22,4999999998758",0,2023-03-18 00:00:00.000,27,13,0,,0,BURITI
259,3,"8,64","97,222222222","0,0297619047619728",BRITA 19MM,MINÉRIOS DE GRANITO,"5,45999999998752","25,1999999999424",0,2023-03-18 00:00:00.000,146,13,0,,0,BURITI
260,3,"11,52","97,222","0,0500001142859755",BRITA 19MM,MINÉRIOS DE GRANITO,"7,27998336","33,5999232",0,2023-03-18 00:00:00.000,1241,11,0,,0,BURITI
261,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-20 00:00:00.000,152,11,0,,0,BURITI
262,4,"8,772","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,8499954838","26,999979156",0,2023-03-20 00:00:00.000,1549,11,0,,0,BURITI
263,3,"7,2","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-20 00:00:00.000,1559,11,0,,0,BURITI
264,1,"13,707","36,1129",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,21749688195","14,849985609",0,2023-03-20 00:00:00.000,214,11,0,,0,BURITI
265,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-20 00:00:00.000,1116,11,0,,0,BURITI
266,1,"10,661","36,1129","0,0727273432066799",PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,50249757485","11,549988807",0,2023-03-20 00:00:00.000,151,11,0,,0,BURITI
267,1,"10,661","36,1129",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,50249757485","11,549988807",0,2023-03-20 00:00:00.000,151,11,0,,0,BURITI
268,3,"11,52","92,361111",0,BRITA 19MM,MINÉRIOS DE GRANITO,"6,91599999168","31,9199999616",0,2023-03-20 00:00:00.000,1163,10,0,,0,BURITI
269,4,"8,772","63,7346101231",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,63401999999892","16,772399999995",0,2023-03-20 00:00:00.000,115,10,0,,0,BURITI
270,4,"8,772","127,099863201",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,24697999999462","33,4475999999752",0,2023-03-20 00:00:00.000,115,10,0,,0,BURITI
271,4,"13,158","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"8,7749932257","40,499968734",0,2023-03-20 00:00:00.000,174,11,0,,0,BURITI
272,4,"17,544","99,87",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,38877532","52,5635784",0,2023-03-20 00:00:00.000,1116,11,0,,0,BURITI
273,4,"7,31","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,8749962365","22,49998263",0,2023-03-20 00:00:00.000,730,11,0,,0,BURITI
274,4,"11,696","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,7999939784","35,999972208",0,2023-03-20 00:00:00.000,730,11,0,,0,BURITI
275,1,"45,69","31,1884",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"9,262486974","42,74993988",0,2023-03-20 00:00:00.000,144,11,0,,0,BURITI
276,4,"7,31","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,8749962365","22,49998263",0,2023-03-20 00:00:00.000,594,11,0,,0,BURITI
277,4,"16,082","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,7249917203","49,499961786",0,2023-03-20 00:00:00.000,1407,11,0,,0,BURITI
278,3,"10,08","97,222","0,0714287346942507",BRITA 19MM,MINÉRIOS DE GRANITO,"6,36998544","29,3999328",0,2023-03-20 00:00:00.000,151,11,0,,0,BURITI
279,3,"10,08","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"6,36998544","29,3999328",0,2023-03-20 00:00:00.000,151,11,0,,0,BURITI
280,4,"8,772","63,7346",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,6340194228","16,772397336",0,2023-03-20 00:00:00.000,115,11,0,,0,BURITI
281,4,"14,62","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,74999999994618","44,9999999997516",0,2023-03-20 00:00:00.000,26,10,0,,0,BURITI
282,4,"8,772","127,1",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,2469878","33,447636",0,2023-03-20 00:00:00.000,115,11,0,,0,BURITI
283,4,"2,924","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"1,94999999998924","8,99999999995032",0,2023-03-20 00:00:00.000,26,13,0,,0,BURITI
284,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-21 00:00:00.000,152,11,0,,0,BURITI
285,4,"21,93","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,6249887095","67,49994789",0,2023-03-21 00:00:00.000,1366,11,0,,0,BURITI
286,4,"7,31","102,5991","0,0293333559786842","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,8749962365","22,49998263",0,2023-03-21 00:00:00.000,108,11,0,,0,BURITI
287,3,"20,16","130,9523",0,BRITA 19MM,MINÉRIOS DE GRANITO,"17,159989392","79,19995104",0,2023-03-21 00:00:00.000,625,11,0,,0,BURITI
288,4,"14,62","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,749992473","44,99996526",0,2023-03-21 00:00:00.000,64,11,0,,0,BURITI
289,3,"7,2","97,2222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999999896","20,9999999952",0,2023-03-21 00:00:00.000,135,13,0,,0,BURITI
290,4,"14,62","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,749992473","44,99996526",0,2023-03-21 00:00:00.000,64,11,0,,0,BURITI
291,4,"21,93","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,6249887095","67,49994789",0,2023-03-21 00:00:00.000,1366,11,0,,0,BURITI
292,3,"7,2","97,222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499896","20,999952",0,2023-03-21 00:00:00.000,1143,11,0,,0,BURITI
293,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-21 00:00:00.000,152,11,0,,0,BURITI
294,3,"18,72","97,222","0,0642858612248257",BRITA 19MM,MINÉRIOS DE GRANITO,"11,82997296","54,5998752",0,2023-03-21 00:00:00.000,96,11,0,,0,BURITI
295,4,"17,544","141,1878",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"16,1004919608","74,309962896",0,2023-03-21 00:00:00.000,267,11,0,,0,BURITI
296,4,"11,696","102,5991","0,0500000386000298","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,7999939784","35,999972208",0,2023-03-21 00:00:00.000,1241,11,0,,0,BURITI
297,4,"17,544","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,699979564","53,99990568",0,2023-03-21 00:00:00.000,1554,11,0,,0,BURITI
