Código da Venda,Código da Mercadoria,Quantidade,Preço,Desconto,Produto,TipoGrupo,PIS_Valor,COFINS_Valor,NFCe_vICMSDeson,Data da Venda,Nome do Cliente,Vendedor,ValorEntrada,FormaEntrada,Parcelado,LojaOrigem
7401,4,"7,17",115,"0,0989024316293736","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,359575","24,7365",0,2023-11-10 00:00:00.000,1005,10,0,,0,BURITI
7402,3,"9,53",105,"0,113806026083046",BRITA 19MM,MINÉRIOS DE GRANITO,"6,504225","30,0195",0,2023-11-10 00:00:00.000,1177,11,0,,0,BURITI
7403,3,"8,5",105,"0,113803921568627",BRITA 19MM,MINÉRIOS DE GRANITO,"5,80125","26,775",0,2023-11-10 00:00:00.000,1177,11,0,,0,BURITI
7402,74,1,"194,8","0,584599589322382",ENTREGA,SERVICOS,0,0,0,2023-11-10 00:00:00.000,1177,11,0,,0,BURITI
7403,74,1,"173,74","0,584609186140209",ENTREGA,SERVICOS,0,0,0,2023-11-10 00:00:00.000,1177,11,0,,0,BURITI
7404,4,"8,27",115,"0,099942169181431","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,181825","28,5315",0,2023-11-10 00:00:00.000,108,11,0,,0,BURITI
7405,1,"21,8",40,"0,114678899082569",PO DE BRITA,MINÉRIOS DE GRANITO,"5,668","26,16",0,2023-11-10 00:00:00.000,1527,11,0,,0,BURITI
7406,1,"16,682",40,"0,187492506893658",PO DE BRITA,MINÉRIOS DE GRANITO,"4,33732","20,0184",0,2023-11-10 00:00:00.000,144,11,0,,0,BURITI
7407,3,"6,19",105,"0,0999307639049158",BRITA 19MM,MINÉRIOS DE GRANITO,"4,224675","19,4985",0,2023-11-10 00:00:00.000,1675,13,0,,0,BURITI
7408,1,"21,278",40,"0,187494125387724",PO DE BRITA,MINÉRIOS DE GRANITO,"5,53228","25,5336",0,2023-11-10 00:00:00.000,144,11,0,,0,BURITI
7409,3,"43,94",105,"0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"29,98905","138,411",0,2023-11-10 00:00:00.000,1736,13,0,,0,BURITI
7410,4,"16,21",115,"0,0673014510634874","BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,116975","55,9245",0,2023-11-10 00:00:00.000,1116,13,0,,0,BURITI
7411,4,"14,79",115,"0,0998618337889879","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,055525","51,0255",0,2023-11-10 00:00:00.000,71,13,0,,0,BURITI
7412,4,"9,11",115,"0,0998902305159166","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,809725","31,4295",0,2023-11-10 00:00:00.000,953,13,0,,0,BURITI
7413,3,"7,55",105,"0,0993377483443709",BRITA 19MM,MINÉRIOS DE GRANITO,"5,152875","23,7825",0,2023-11-10 00:00:00.000,99,13,0,,0,BURITI
7414,1,"15,47",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"4,0222","18,564",0,2023-11-10 00:00:00.000,1829,13,0,,0,BURITI
7415,3,"7,24",105,"0,0807550644567219",BRITA 19MM,MINÉRIOS DE GRANITO,"4,9413","22,806",0,2023-11-10 00:00:00.000,152,11,0,,0,BURITI
7416,1,"17,96",40,"0,0993875278396437",PO DE BRITA,MINÉRIOS DE GRANITO,"4,6696","21,552",0,2023-11-10 00:00:00.000,94,13,0,,0,BURITI
7416,74,1,440,"0,162272727272727",ENTREGA,SERVICOS,0,0,0,2023-11-10 00:00:00.000,94,13,0,,0,BURITI
7417,1,"20,94",40,"0,148495702005731",PO DE BRITA,MINÉRIOS DE GRANITO,"5,4444","25,128",0,2023-11-10 00:00:00.000,934,11,0,,0,BURITI
7418,4,"18,82",115,"0,079129510696299","BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,06795","64,929",0,2023-11-10 00:00:00.000,934,13,0,,0,BURITI
7419,1,"21,43",40,"0,148495100326645",PO DE BRITA,MINÉRIOS DE GRANITO,"5,5718","25,716",0,2023-11-10 00:00:00.000,934,13,0,,0,BURITI
7420,1,"24,01",40,"0,148490212411495",PO DE BRITA,MINÉRIOS DE GRANITO,"6,2426","28,812",0,2023-11-10 00:00:00.000,934,11,0,,0,BURITI
7421,4,"48,73",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"36,425675","168,1185",0,2023-11-10 00:00:00.000,860,11,0,,0,BURITI
7421,11,1,"448,35",0,GNRE,SERVICOS,0,0,0,2023-11-10 00:00:00.000,860,11,0,,0,BURITI
7422,4,"10,1",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,54975","34,845",0,2023-11-10 00:00:00.000,151,13,0,,0,BURITI
7423,4,"10,1",115,"0,0998708566508825","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,54975","34,845",0,2023-11-10 00:00:00.000,151,13,0,,0,BURITI
7424,4,"8,04",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,0099","27,738",0,2023-11-11 00:00:00.000,1586,11,0,,0,BURITI
7425,4,6,115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,485","20,7",0,2023-11-11 00:00:00.000,741,11,0,,0,BURITI
7426,1,"16,22",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"4,2172","19,464",0,2023-11-11 00:00:00.000,1829,11,0,,0,BURITI
7427,4,"9,73",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,273175","33,5685",0,2023-11-11 00:00:00.000,319,13,0,,0,BURITI
7427,74,1,"156,76",0,ENTREGA,SERVICOS,0,0,0,2023-11-11 00:00:00.000,319,13,0,,0,BURITI
7428,4,"5,88",115,"0,0993788819875776","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,3953","20,286",0,2023-11-11 00:00:00.000,741,11,0,,0,BURITI
7429,4,"8,27",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,181825","28,5315",0,2023-11-11 00:00:00.000,319,13,0,,0,BURITI
7429,74,1,"133,25",0,ENTREGA,SERVICOS,0,0,0,2023-11-11 00:00:00.000,319,13,0,,0,BURITI
7424,11,1,"74,15",0,GNRE,SERVICOS,0,0,0,2023-11-11 00:00:00.000,1586,11,0,,0,BURITI
7430,4,"14,14",115,"0,0237377775044585","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,56965","48,783",0,2023-11-11 00:00:00.000,42,13,0,,0,BURITI
7431,4,"45,94",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"34,34015","158,493",0,2023-11-11 00:00:00.000,1736,11,0,,0,BURITI
7432,3,"17,76",105,"0,107142857142857",BRITA 19MM,MINÉRIOS DE GRANITO,"12,1212","55,944",0,2023-11-11 00:00:00.000,1527,11,0,,0,BURITI
7433,3,"9,53",105,"0,113806026083046",BRITA 19MM,MINÉRIOS DE GRANITO,"6,504225","30,0195",0,2023-11-11 00:00:00.000,1177,11,0,,0,BURITI
7433,74,1,"194,8","0,584599589322382",ENTREGA,SERVICOS,0,0,0,2023-11-11 00:00:00.000,1177,11,0,,0,BURITI
7434,3,"8,3",105,"0,113815261044177",BRITA 19MM,MINÉRIOS DE GRANITO,"5,66475","26,145",0,2023-11-11 00:00:00.000,1177,11,0,,0,BURITI
7434,74,1,"169,65","0,584674329501916",ENTREGA,SERVICOS,0,0,0,2023-11-11 00:00:00.000,1177,11,0,,0,BURITI
7435,4,"14,77",115,"0,0237378940861323","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,040575","50,9565",0,2023-11-11 00:00:00.000,42,11,0,,0,BURITI
7436,1,"16,55",40,"0,199395770392749",PO DE BRITA,MINÉRIOS DE GRANITO,"4,303","19,86",0,2023-11-11 00:00:00.000,1163,11,0,,0,BURITI
7437,1,"8,47",40,"0,0997638724911452",PO DE BRITA,MINÉRIOS DE GRANITO,"2,2022","10,164",0,2023-11-11 00:00:00.000,108,11,0,,0,BURITI
7438,3,"9,73",105,"0,11380609797876",BRITA 19MM,MINÉRIOS DE GRANITO,"6,640725","30,6495",0,2023-11-13 00:00:00.000,1177,13,0,,0,BURITI
7439,1,"22,6",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"5,876","27,12",0,2023-11-13 00:00:00.000,1736,10,0,,0,BURITI
7438,74,1,"198,88","0,58462389380531",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,1177,13,0,,0,BURITI
7440,3,"8,23",105,"0,113808945206272",BRITA 19MM,MINÉRIOS DE GRANITO,"5,616975","25,9245",0,2023-11-13 00:00:00.000,1177,13,0,,0,BURITI
7440,74,1,"168,22","0,584639163000832",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,1177,13,0,,0,BURITI
7441,3,"48,18",105,"0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"32,88285","151,767",0,2023-11-13 00:00:00.000,1736,13,0,,0,BURITI
7442,1,"20,57",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,3482","24,684",0,2023-11-13 00:00:00.000,214,10,0,,0,BURITI
7443,1,"20,81",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"5,4106","24,972",0,2023-11-13 00:00:00.000,1736,13,0,,0,BURITI
7444,3,"20,47",105,"0,107144020285203",BRITA 19MM,MINÉRIOS DE GRANITO,"13,970775","64,4805",0,2023-11-13 00:00:00.000,1765,10,0,,0,BURITI
7445,4,"15,41",115,"0,0673024292526028","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,518975","53,1645",0,2023-11-13 00:00:00.000,1116,13,0,,0,BURITI
7446,1,"21,93",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"5,7018","26,316",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7447,1,"21,96",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"5,7096","26,352",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7448,3,"8,8",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"6,006","27,72",0,2023-11-13 00:00:00.000,267,10,0,,0,BURITI
7449,3,"9,26",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"6,31995","29,169",0,2023-11-13 00:00:00.000,267,10,0,,0,BURITI
7449,74,1,"103,98","0,534333525678015",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,267,10,0,,0,BURITI
7448,74,1,"98,82","0,534304796599879",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,267,10,0,,0,BURITI
7450,4,"13,16",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,8371","45,402",0,2023-11-13 00:00:00.000,1585,13,0,,0,BURITI
7451,4,6,115,"0,1","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,485","20,7",0,2023-11-13 00:00:00.000,1831,13,0,,0,BURITI
7451,74,1,90,"0,766666666666667",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,1831,13,0,,0,BURITI
7452,3,"17,27",105,"0,106625858218215",BRITA 19MM,MINÉRIOS DE GRANITO,"11,786775","54,4005",0,2023-11-13 00:00:00.000,1527,13,0,,0,BURITI
7453,1,"14,98",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"3,8948","17,976",0,2023-11-13 00:00:00.000,1829,13,0,,0,BURITI
7454,1,"21,56",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"5,6056","25,872",0,2023-11-13 00:00:00.000,1736,10,0,,0,BURITI
7455,1,"9,9",40,"0,0984848484848485",PO DE BRITA,MINÉRIOS DE GRANITO,"2,574","11,88",0,2023-11-13 00:00:00.000,108,11,0,,0,BURITI
7456,4,"12,84",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,5979","44,298",0,2023-11-13 00:00:00.000,1407,10,0,,0,BURITI
7457,3,"47,79",105,"0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"32,616675","150,5385",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7458,4,"16,68",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,4683","57,546",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7459,4,"18,25",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,641875","62,9625",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7460,4,"15,46",115,"0,0673041228415546","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,55635","53,337",0,2023-11-13 00:00:00.000,1116,11,0,,0,BURITI
7461,4,"9,52",115,"0,108869199853855","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,1162","32,844",0,2023-11-13 00:00:00.000,1177,11,0,,0,BURITI
7462,4,"14,01",115,"0,023734599509667","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,472475","48,3345",0,2023-11-13 00:00:00.000,42,11,0,,0,BURITI
7463,4,"7,28",115,"0,1","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,4418","25,116",0,2023-11-13 00:00:00.000,347,11,0,,0,BURITI
7464,4,"7,39",115,"0,0998411484379596","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,524025","25,4955",0,2023-11-13 00:00:00.000,99,11,0,,0,BURITI
7465,4,"18,37",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,731575","63,3765",0,2023-11-13 00:00:00.000,1736,13,0,,0,BURITI
7466,4,"18,86",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,09785","65,067",0,2023-11-13 00:00:00.000,1736,13,0,,0,BURITI
7467,4,"8,91",115,"0,0992046064509833","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,660225","30,7395",0,2023-11-13 00:00:00.000,782,11,0,,0,BURITI
7468,1,"9,73",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"2,5298","11,676",0,2023-11-13 00:00:00.000,229,13,0,,0,BURITI
7468,74,1,200,"0,1946",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,229,13,0,,0,BURITI
7469,4,"8,5",115,"0,108869565217391","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,35375","29,325",0,2023-11-13 00:00:00.000,1177,11,0,,0,BURITI
7469,74,1,"172,8","0,615856481481481",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,1177,11,0,,0,BURITI
7461,74,1,"193,54","0,61584168647308",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,1177,11,0,,0,BURITI
7470,1,"8,39",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"2,1814","10,068",0,2023-11-13 00:00:00.000,229,13,0,,0,BURITI
7470,74,1,"172,456","0,194600361831424",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,229,13,0,,0,BURITI
7471,1,"15,65",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"4,069","18,78",0,2023-11-13 00:00:00.000,1829,11,0,,0,BURITI
7472,1,"20,98",40,"0,14849857006673",PO DE BRITA,MINÉRIOS DE GRANITO,"5,4548","25,176",0,2023-11-13 00:00:00.000,934,11,0,,0,BURITI
7473,4,"18,11",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,537225","62,4795",0,2023-11-13 00:00:00.000,214,11,0,,0,BURITI
7474,4,"19,89",115,"0,0791265000983671","BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,867775","68,6205",0,2023-11-13 00:00:00.000,934,13,0,,0,BURITI
7475,4,"15,72",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,7507","54,234",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7476,1,"24,71",40,"0,14849251315257",PO DE BRITA,MINÉRIOS DE GRANITO,"6,4246","29,652",0,2023-11-13 00:00:00.000,934,13,0,,0,BURITI
7477,4,"4,085",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,0535375","14,09325",0,2023-11-13 00:00:00.000,102,11,0,,0,BURITI
7477,11,1,"37,22",0,GNRE,SERVICOS,0,0,0,2023-11-13 00:00:00.000,102,11,0,,0,BURITI
7478,4,"47,21",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"35,289475","162,8745",0,2023-11-13 00:00:00.000,1736,13,0,,0,BURITI
7479,4,"4,085",115,"0,0995795859720079","BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,0535375","14,09325",0,2023-11-13 00:00:00.000,102,11,0,,0,BURITI
7480,4,"13,88",115,"0,0237376268638015","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3753","47,886",0,2023-11-13 00:00:00.000,42,13,0,,0,BURITI
7481,3,"9,73",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"6,640725","30,6495",0,2023-11-13 00:00:00.000,267,13,0,,0,BURITI
7481,74,1,"109,26","0,534321801208127",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,267,13,0,,0,BURITI
7482,1,"20,56",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"5,3456","24,672",0,2023-11-13 00:00:00.000,1736,11,0,,0,BURITI
7483,3,"8,24",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"5,6238","25,956",0,2023-11-13 00:00:00.000,267,13,0,,0,BURITI
7483,74,1,"92,53","0,534313195720307",ENTREGA,SERVICOS,0,0,0,2023-11-13 00:00:00.000,267,13,0,,0,BURITI
7484,3,"6,14",105,"0,099205448354143",BRITA 19MM,MINÉRIOS DE GRANITO,"4,19055","19,341",0,2023-11-13 00:00:00.000,101,11,0,,0,BURITI
7484,4,"3,97",115,"0,099205448354143","BRITA 12,5MM",MINÉRIOS DE GRANITO,"2,967575","13,6965",0,2023-11-13 00:00:00.000,101,11,0,,0,BURITI
7485,4,"9,08",115,"0,10886803294388","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,7873","31,326",0,2023-11-14 00:00:00.000,1177,10,0,,0,BURITI
7485,74,1,"184,59","0,615851346226773",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,1177,10,0,,0,BURITI
7486,4,9,115,"0,108869565217391","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,7275","31,05",0,2023-11-14 00:00:00.000,1177,11,0,,0,BURITI
7486,74,1,"182,97","0,61583866207575",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,1177,11,0,,0,BURITI
7487,1,"7,45",40,"0,0973154362416107",PO DE BRITA,MINÉRIOS DE GRANITO,"1,937","8,94",0,2023-11-14 00:00:00.000,1168,11,0,,0,BURITI
7488,1,"15,92",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"4,1392","19,104",0,2023-11-14 00:00:00.000,1829,11,0,,0,BURITI
7489,1,"9,7",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,522","11,64",0,2023-11-14 00:00:00.000,229,10,0,,0,BURITI
7489,74,1,370,0,ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,229,10,0,,0,BURITI
7490,4,"13,54",115,"0,023736433112838","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,12115","46,713",0,2023-11-14 00:00:00.000,42,13,0,,0,BURITI
7491,4,"15,36",115,"0,0673007246376812","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,4816","52,992",0,2023-11-14 00:00:00.000,1116,11,0,,0,BURITI
7492,1,"20,06",40,"0,115154536390828",PO DE BRITA,MINÉRIOS DE GRANITO,"5,2156","24,072",0,2023-11-14 00:00:00.000,1527,13,0,,0,BURITI
7493,1,"15,78",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"4,1028","18,936",0,2023-11-14 00:00:00.000,1722,13,0,,0,BURITI
7494,1,"12,94",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"3,3644","15,528",0,2023-11-14 00:00:00.000,1830,11,0,,0,BURITI
7495,1,"8,12","48,92",0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,5819976","11,916912",0,2023-11-14 00:00:00.000,229,10,0,,0,BURITI
7496,4,"9,03",115,"0,0996196254032452","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,749925","31,1535",0,2023-11-14 00:00:00.000,1825,11,0,,0,BURITI
7497,3,"40,34",105,"0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"27,53205","127,071",0,2023-11-14 00:00:00.000,1736,11,0,,0,BURITI
7498,1,"15,19",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"3,9494","18,228",0,2023-11-14 00:00:00.000,1722,11,0,,0,BURITI
7499,1,"15,06",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"3,9156","18,072",0,2023-11-14 00:00:00.000,1722,11,0,,0,BURITI
7500,1,"18,01",40,"0,0991116046640755",PO DE BRITA,MINÉRIOS DE GRANITO,"4,6826","21,612",0,2023-11-14 00:00:00.000,94,10,0,,0,BURITI
7500,74,1,440,"0,162272727272727",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,94,10,0,,0,BURITI
7501,3,"17,9",105,"0,106677307794626",BRITA 19MM,MINÉRIOS DE GRANITO,"12,21675","56,385",0,2023-11-14 00:00:00.000,1527,10,0,,0,BURITI
7502,4,"16,11",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,042225","55,5795",0,2023-11-14 00:00:00.000,1736,10,0,,0,BURITI
7503,1,"15,33",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"3,9858","18,396",0,2023-11-14 00:00:00.000,1722,10,0,,0,BURITI
7504,1,"15,88",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"4,1288","19,056",0,2023-11-14 00:00:00.000,1829,10,0,,0,BURITI
7505,4,"15,26",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,40685","52,647",0,2023-11-14 00:00:00.000,1736,10,0,,0,BURITI
7506,3,"9,66",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"6,59295","30,429",0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7506,74,1,"108,48","0,53429203539823",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7507,3,"8,2",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"5,5965","25,83",0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7507,74,1,"92,08","0,534317984361425",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7508,1,"14,46",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"3,7596","17,352",0,2023-11-14 00:00:00.000,1722,11,0,,0,BURITI
7509,3,"44,64",105,"0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"30,4668","140,616",0,2023-11-14 00:00:00.000,1736,11,0,,0,BURITI
7510,1,"17,62",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"4,5812","21,144",0,2023-11-14 00:00:00.000,1822,11,0,,0,BURITI
7511,4,"15,43",115,"0,0434782608695652","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,533925","53,2335",0,2023-11-14 00:00:00.000,1736,11,0,,0,BURITI
7512,3,"7,59",105,"0,0990651860217078",BRITA 19MM,MINÉRIOS DE GRANITO,"5,180175","23,9085",0,2023-11-14 00:00:00.000,155,11,0,,0,BURITI
7513,4,"17,42",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,02145","60,099",0,2023-11-14 00:00:00.000,115,11,0,,0,BURITI
7514,1,"15,6",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"4,056","18,72",0,2023-11-14 00:00:00.000,1722,13,0,,0,BURITI
7515,4,"6,39",115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,776525","22,0455",0,2023-11-14 00:00:00.000,944,10,0,,0,BURITI
7516,4,"14,71",115,"0,178257913871073","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,995725","50,7495",0,2023-11-14 00:00:00.000,1722,11,0,,0,BURITI
7517,4,"9,67",115,"0,108862011600198","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,228325","33,3615",0,2023-11-14 00:00:00.000,1177,11,0,,0,BURITI
7517,74,1,"196,59","0,615799379419096",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,1177,11,0,,0,BURITI
7518,4,"5,99",115,"0,099949190680119","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,477525","20,6655",0,2023-11-14 00:00:00.000,1149,13,0,,0,BURITI
7519,4,7,115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,2325","24,15",0,2023-11-14 00:00:00.000,1149,13,0,,0,BURITI
7520,4,"8,3",115,"0,108863279203772","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,20425","28,635",0,2023-11-14 00:00:00.000,1177,11,0,,0,BURITI
7520,74,1,"168,74","0,615799454782506",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,1177,11,0,,0,BURITI
7521,4,"15,22",115,"0,0673027481003257","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,37695","52,509",0,2023-11-14 00:00:00.000,1116,13,0,,0,BURITI
7522,4,5,115,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,7375","17,25",0,2023-11-14 00:00:00.000,102,11,0,,0,BURITI
7522,11,1,"46,5",0,GNRE,SERVICOS,0,0,0,2023-11-14 00:00:00.000,102,11,0,,0,BURITI
7523,4,"4,28",115,"0,0999593661113369","BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,1993","14,766",0,2023-11-14 00:00:00.000,102,11,0,,0,BURITI
7524,1,"16,33",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"4,2458","19,596",0,2023-11-14 00:00:00.000,1736,11,0,,0,BURITI
7525,4,"13,58",115,"0,178260869565217","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,15105","46,851",0,2023-11-14 00:00:00.000,1722,11,0,,0,BURITI
7526,1,"17,76",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"4,6176","21,312",0,2023-11-14 00:00:00.000,1736,11,0,,0,BURITI
7527,1,"13,84",40,"0,0986271676300578",PO DE BRITA,MINÉRIOS DE GRANITO,"3,5984","16,608",0,2023-11-14 00:00:00.000,71,11,0,,0,BURITI
7528,1,"18,34",40,"0,1",PO DE BRITA,MINÉRIOS DE GRANITO,"4,7684","22,008",0,2023-11-14 00:00:00.000,1736,11,0,,0,BURITI
7529,3,"9,65",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"6,586125","30,3975",0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7529,74,1,"108,37","0,534280704992157",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7530,3,"8,13",105,"0,0571428571428571",BRITA 19MM,MINÉRIOS DE GRANITO,"5,548725","25,6095",0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7531,3,"8,96",105,"0,099702380952381",BRITA 19MM,MINÉRIOS DE GRANITO,"6,1152","28,224",0,2023-11-14 00:00:00.000,10,13,0,,0,BURITI
7530,74,1,"91,3","0,534282584884995",ENTREGA,SERVICOS,0,0,0,2023-11-14 00:00:00.000,267,11,0,,0,BURITI
7532,4,"13,69",115,"0,178257693651348","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,233275","47,2305",0,2023-11-14 00:00:00.000,1722,11,0,,0,BURITI
7533,1,"22,38",40,"0,148491957104558",PO DE BRITA,MINÉRIOS DE GRANITO,"5,8188","26,856",0,2023-11-14 00:00:00.000,934,13,0,,0,BURITI
